loan_id,payment_amount,payment_date,missed
10413,1917,2003-02-01 00:00:00,0
10413,2060,2003-03-09 00:00:00,0
11907,349,2003-10-15 00:00:00,1
11907,578,2003-11-27 00:00:00,1
11907,365,2003-12-07 00:00:00,0
11907,448,2004-01-11 00:00:00,1
11907,351,2004-02-13 00:00:00,1
11907,519,2004-02-25 00:00:00,0
11907,521,2004-04-07 00:00:00,0
11907,420,2004-05-02 00:00:00,1
11711,2290,2011-05-16 00:00:00,0
11711,1587,2011-07-03 00:00:00,1
11711,1857,2011-07-31 00:00:00,0
11711,1626,2011-09-01 00:00:00,1
11711,2078,2011-10-14 00:00:00,0
11711,2527,2011-10-25 00:00:00,0
11711,2072,2011-11-22 00:00:00,1
11711,2529,2011-12-25 00:00:00,1
11692,509,2008-03-03 00:00:00,1
11692,480,2008-04-21 00:00:00,0
11692,674,2008-05-09 00:00:00,0
11692,543,2008-06-22 00:00:00,0
11692,608,2008-07-12 00:00:00,0
11692,727,2008-08-27 00:00:00,1
11692,711,2008-09-10 00:00:00,0
11692,595,2008-09-23 00:00:00,1
11692,700,2008-11-09 00:00:00,0
11914,1291,2001-02-24 00:00:00,0
11914,963,2001-03-19 00:00:00,0
11914,1073,2001-04-10 00:00:00,1
11914,1009,2001-05-04 00:00:00,0
11914,1407,2001-06-17 00:00:00,0
11914,1469,2001-07-12 00:00:00,1
11914,1447,2001-08-08 00:00:00,0
11914,985,2001-09-05 00:00:00,0
11054,448,2009-06-08 00:00:00,0
11054,816,2009-07-13 00:00:00,1
11054,602,2009-08-19 00:00:00,1
11054,625,2009-09-17 00:00:00,0
11054,785,2009-10-19 00:00:00,0
10598,1222,2011-03-28 00:00:00,0
10598,2024,2011-04-24 00:00:00,0
10598,1110,2011-05-09 00:00:00,0
10598,1971,2011-05-28 00:00:00,0
10598,2053,2011-07-08 00:00:00,1
10598,1399,2011-07-30 00:00:00,0
10598,1420,2011-08-18 00:00:00,0
10598,1765,2011-09-24 00:00:00,0
11286,1813,2012-07-30 00:00:00,0
11286,1183,2012-08-27 00:00:00,1
11286,2159,2012-09-22 00:00:00,0
11286,1948,2012-10-08 00:00:00,1
11286,1999,2012-11-22 00:00:00,0
11286,1618,2013-01-05 00:00:00,1
11286,2001,2013-01-15 00:00:00,1
10389,1787,2000-09-30 00:00:00,0
10389,1546,2000-11-04 00:00:00,1
10389,1629,2000-12-20 00:00:00,1
10389,1639,2001-01-19 00:00:00,1
10389,1234,2001-02-04 00:00:00,0
10389,1171,2001-02-26 00:00:00,1
10389,1596,2001-03-23 00:00:00,1
10389,1300,2001-04-03 00:00:00,1
10315,343,2011-06-17 00:00:00,0
10315,338,2011-07-03 00:00:00,1
10315,244,2011-08-19 00:00:00,0
10315,222,2011-09-21 00:00:00,0
10315,275,2011-10-20 00:00:00,0
11636,1056,2011-05-31 00:00:00,0
11636,905,2011-07-07 00:00:00,0
11636,718,2011-08-16 00:00:00,0
11636,1034,2011-09-07 00:00:00,1
11636,1003,2011-10-13 00:00:00,1
11636,987,2011-10-26 00:00:00,0
11636,602,2011-12-14 00:00:00,1
11636,984,2012-02-01 00:00:00,0
10661,561,2010-06-05 00:00:00,0
10661,625,2010-07-14 00:00:00,1
10661,617,2010-07-28 00:00:00,0
10661,979,2010-09-07 00:00:00,1
10661,745,2010-10-04 00:00:00,0
10850,1772,2005-09-05 00:00:00,1
10850,1266,2005-10-03 00:00:00,0
10850,1321,2005-11-16 00:00:00,1
10850,1807,2005-12-09 00:00:00,1
10850,1557,2006-01-04 00:00:00,0
10850,1240,2006-01-15 00:00:00,0
11936,154,2001-11-30 00:00:00,1
11936,122,2002-01-01 00:00:00,0
11936,188,2002-01-28 00:00:00,1
11936,217,2002-03-16 00:00:00,1
11936,181,2002-04-17 00:00:00,0
11936,227,2002-05-26 00:00:00,0
11936,228,2002-06-23 00:00:00,0
11209,2392,2010-02-07 00:00:00,0
11209,1587,2010-02-24 00:00:00,0
11209,2101,2010-03-12 00:00:00,1
11209,2170,2010-04-09 00:00:00,0
11209,1890,2010-05-12 00:00:00,1
11209,1646,2010-06-28 00:00:00,1
11209,2447,2010-07-09 00:00:00,0
11209,1581,2010-08-18 00:00:00,1
10540,84,2008-02-12 00:00:00,1
10540,122,2008-03-13 00:00:00,1
10540,124,2008-03-26 00:00:00,0
10540,67,2008-05-09 00:00:00,1
10540,104,2008-06-02 00:00:00,1
10540,81,2008-07-07 00:00:00,1
10540,117,2008-08-21 00:00:00,1
10540,71,2008-09-29 00:00:00,0
10540,65,2008-10-31 00:00:00,1
11662,1141,2014-02-05 00:00:00,0
11662,1102,2014-02-26 00:00:00,0
11662,1030,2014-04-08 00:00:00,0
11662,1033,2014-05-27 00:00:00,0
11662,1176,2014-06-25 00:00:00,1
11189,961,2005-06-22 00:00:00,1
11189,918,2005-07-03 00:00:00,0
11189,1315,2005-08-14 00:00:00,0
11189,977,2005-09-10 00:00:00,1
11189,1364,2005-10-14 00:00:00,0
11189,1334,2005-10-29 00:00:00,1
11189,1024,2005-12-17 00:00:00,0
10364,468,2008-05-22 00:00:00,0
10364,368,2008-07-08 00:00:00,1
10364,395,2008-07-23 00:00:00,0
10364,277,2008-08-27 00:00:00,1
10364,422,2008-09-19 00:00:00,1
10364,413,2008-10-18 00:00:00,1
10364,296,2008-11-25 00:00:00,1
10904,970,2006-11-11 00:00:00,1
10904,971,2006-12-29 00:00:00,1
10904,1361,2007-02-12 00:00:00,1
10904,783,2007-03-18 00:00:00,0
10904,1307,2007-04-16 00:00:00,0
11809,402,2010-08-26 00:00:00,0
11809,368,2010-09-14 00:00:00,0
11809,226,2010-10-15 00:00:00,1
11809,232,2010-10-29 00:00:00,1
11809,308,2010-11-26 00:00:00,1
11809,375,2010-12-11 00:00:00,0
11809,292,2011-01-02 00:00:00,0
11809,267,2011-02-14 00:00:00,0
10551,2419,2002-02-04 00:00:00,0
10551,1813,2002-03-24 00:00:00,0
10551,1674,2002-04-21 00:00:00,0
10551,1523,2002-05-13 00:00:00,1
10551,1642,2002-06-23 00:00:00,0
10551,1431,2002-07-15 00:00:00,0
10551,2462,2002-08-22 00:00:00,0
11465,1148,2012-12-20 00:00:00,1
11465,1336,2013-02-07 00:00:00,1
11465,1455,2013-02-18 00:00:00,0
11465,1243,2013-03-16 00:00:00,0
11465,1020,2013-04-22 00:00:00,0
10339,1705,2002-01-21 00:00:00,1
10339,1613,2002-02-21 00:00:00,0
10339,2301,2002-03-19 00:00:00,1
10339,1256,2002-04-07 00:00:00,0
10339,2012,2002-04-20 00:00:00,0
10339,2170,2002-05-22 00:00:00,0
10339,1746,2002-06-05 00:00:00,1
11242,2632,2008-07-12 00:00:00,0
11242,1654,2008-08-12 00:00:00,0
11242,2113,2008-09-14 00:00:00,1
11242,2012,2008-10-04 00:00:00,0
11242,2073,2008-11-19 00:00:00,1
11242,1991,2008-12-10 00:00:00,1
11242,2368,2009-01-03 00:00:00,1
10741,2506,2012-01-30 00:00:00,1
10741,1690,2012-02-18 00:00:00,0
10741,2376,2012-03-28 00:00:00,1
10741,2710,2012-05-15 00:00:00,0
10741,2382,2012-06-23 00:00:00,1
10741,1475,2012-08-07 00:00:00,0
10741,2741,2012-08-21 00:00:00,1
10741,2239,2012-10-07 00:00:00,1
10741,2240,2012-11-15 00:00:00,1
10568,2294,2005-08-10 00:00:00,1
10568,2081,2005-08-26 00:00:00,1
10568,1543,2005-09-14 00:00:00,0
10568,2429,2005-10-28 00:00:00,1
10568,1832,2005-11-13 00:00:00,0
10568,2411,2005-12-20 00:00:00,1
11682,437,2009-12-19 00:00:00,0
11682,271,2010-01-13 00:00:00,0
11682,275,2010-01-26 00:00:00,0
11682,479,2010-02-22 00:00:00,0
11682,368,2010-03-07 00:00:00,0
11682,398,2010-04-01 00:00:00,1
11682,310,2010-04-23 00:00:00,0
11682,309,2010-06-02 00:00:00,1
11682,419,2010-07-18 00:00:00,0
10500,1363,2000-06-21 00:00:00,1
10500,756,2000-07-20 00:00:00,1
10500,1190,2000-08-18 00:00:00,1
10500,771,2000-09-27 00:00:00,1
10500,1216,2000-11-04 00:00:00,1
10500,971,2000-11-18 00:00:00,1
10500,789,2000-12-13 00:00:00,1
10500,1432,2001-01-06 00:00:00,0
11762,1189,2001-02-23 00:00:00,1
11762,880,2001-04-08 00:00:00,1
11762,1392,2001-05-06 00:00:00,0
11762,1264,2001-05-22 00:00:00,0
11762,1404,2001-06-21 00:00:00,0
11762,1065,2001-08-09 00:00:00,0
11830,769,2011-09-22 00:00:00,1
11830,622,2011-10-24 00:00:00,1
11830,609,2011-11-23 00:00:00,1
11830,627,2011-12-06 00:00:00,0
11830,753,2012-01-03 00:00:00,1
11830,497,2012-01-21 00:00:00,0
11830,734,2012-02-15 00:00:00,1
11638,1287,2001-11-12 00:00:00,0
11638,1874,2001-12-23 00:00:00,0
11638,1704,2002-01-09 00:00:00,0
11638,1740,2002-02-18 00:00:00,0
11638,1830,2002-03-16 00:00:00,1
11638,1939,2002-05-02 00:00:00,1
11638,1998,2002-06-08 00:00:00,0
11638,2424,2002-07-17 00:00:00,0
11638,1976,2002-08-10 00:00:00,0
11962,2307,2014-10-04 00:00:00,0
11962,2324,2014-10-28 00:00:00,1
11962,2159,2014-11-25 00:00:00,0
11962,2378,2015-01-07 00:00:00,0
11962,2305,2015-02-25 00:00:00,0
11962,1370,2015-04-15 00:00:00,1
11962,1431,2015-05-08 00:00:00,0
11108,463,2008-10-30 00:00:00,0
11108,437,2008-11-23 00:00:00,1
11108,410,2008-12-07 00:00:00,1
11108,443,2008-12-30 00:00:00,0
11108,479,2009-02-10 00:00:00,0
11108,596,2009-03-14 00:00:00,1
11108,456,2009-04-26 00:00:00,1
11108,540,2009-05-24 00:00:00,1
10156,1163,2014-01-18 00:00:00,1
10156,1141,2014-03-02 00:00:00,0
10156,918,2014-04-08 00:00:00,0
10156,1294,2014-04-28 00:00:00,0
10156,911,2014-06-15 00:00:00,1
10474,2281,2006-11-15 00:00:00,1
10474,1630,2006-12-29 00:00:00,1
10474,2460,2007-01-08 00:00:00,1
10474,2588,2007-02-08 00:00:00,1
10474,2459,2007-02-28 00:00:00,1
10897,902,2013-09-04 00:00:00,1
10897,895,2013-09-26 00:00:00,1
10897,878,2013-11-10 00:00:00,1
10897,703,2013-12-01 00:00:00,1
10897,725,2014-01-11 00:00:00,1
11136,2183,2001-03-17 00:00:00,0
11136,1231,2001-05-01 00:00:00,0
11136,1553,2001-05-17 00:00:00,1
11136,1637,2001-06-14 00:00:00,0
11136,1588,2001-07-25 00:00:00,1
11136,1458,2001-08-19 00:00:00,1
11136,1470,2001-08-30 00:00:00,0
11136,1700,2001-10-13 00:00:00,1
10373,102,2002-10-22 00:00:00,0
10373,112,2002-11-26 00:00:00,1
10373,98,2002-12-12 00:00:00,0
10373,69,2003-01-02 00:00:00,0
10373,84,2003-02-02 00:00:00,1
10430,891,2003-05-23 00:00:00,1
10430,761,2003-06-17 00:00:00,1
10430,603,2003-07-07 00:00:00,1
10430,628,2003-08-24 00:00:00,0
10430,678,2003-09-10 00:00:00,1
10430,682,2003-09-25 00:00:00,1
10384,1141,2008-11-19 00:00:00,1
10384,1116,2008-12-19 00:00:00,1
10384,1138,2009-01-23 00:00:00,1
10384,809,2009-02-17 00:00:00,1
10384,748,2009-03-16 00:00:00,1
10384,1001,2009-03-28 00:00:00,0
10291,1212,2015-02-03 00:00:00,0
10291,1124,2015-03-13 00:00:00,1
10291,1012,2015-04-04 00:00:00,1
10291,1134,2015-05-14 00:00:00,1
10291,1202,2015-06-22 00:00:00,0
10291,1001,2015-07-16 00:00:00,0
11231,151,2008-04-17 00:00:00,1
11231,148,2008-04-28 00:00:00,1
11231,159,2008-05-30 00:00:00,0
11231,220,2008-06-30 00:00:00,1
11231,185,2008-07-11 00:00:00,0
11231,128,2008-08-05 00:00:00,0
11231,224,2008-08-19 00:00:00,1
11231,138,2008-09-26 00:00:00,0
11359,1677,2013-06-17 00:00:00,0
11359,1662,2013-07-13 00:00:00,1
11359,1486,2013-08-03 00:00:00,1
11359,1714,2013-09-10 00:00:00,0
11359,1144,2013-09-24 00:00:00,1
11359,1385,2013-11-04 00:00:00,1
11359,1806,2013-12-19 00:00:00,1
11359,1084,2014-01-31 00:00:00,1
11637,136,2000-09-21 00:00:00,1
11637,179,2000-10-29 00:00:00,1
11637,146,2000-12-06 00:00:00,1
11637,144,2001-01-20 00:00:00,1
11637,138,2001-02-06 00:00:00,1
11637,124,2001-02-22 00:00:00,0
11011,1372,2012-02-14 00:00:00,1
11011,1080,2012-03-21 00:00:00,0
11011,743,2012-05-01 00:00:00,0
11011,999,2012-06-11 00:00:00,0
11011,1206,2012-07-11 00:00:00,0
11011,1176,2012-07-22 00:00:00,0
11780,1287,2004-09-09 00:00:00,1
11780,1366,2004-10-27 00:00:00,0
11780,1876,2004-11-23 00:00:00,0
11780,1410,2005-01-01 00:00:00,1
11780,1694,2005-02-15 00:00:00,1
11780,1848,2005-04-03 00:00:00,1
11780,1413,2005-05-06 00:00:00,0
11780,1971,2005-05-17 00:00:00,1
10360,612,2000-07-28 00:00:00,1
10360,628,2000-08-22 00:00:00,0
10360,730,2000-09-24 00:00:00,1
10360,1032,2000-10-07 00:00:00,1
10360,1043,2000-11-22 00:00:00,0
10360,939,2000-12-13 00:00:00,0
10360,691,2000-12-31 00:00:00,0
10360,819,2001-01-19 00:00:00,1
10360,838,2001-01-31 00:00:00,0
10238,426,2000-05-16 00:00:00,0
10238,430,2000-06-15 00:00:00,1
10238,647,2000-07-11 00:00:00,1
10238,712,2000-08-19 00:00:00,0
10238,482,2000-09-30 00:00:00,0
10238,601,2000-10-14 00:00:00,1
10238,731,2000-11-25 00:00:00,0
11236,2215,2006-10-07 00:00:00,0
11236,1619,2006-10-29 00:00:00,1
11236,2034,2006-11-25 00:00:00,0
11236,1344,2007-01-02 00:00:00,1
11236,1299,2007-01-15 00:00:00,0
10608,700,2010-12-08 00:00:00,0
10608,467,2011-01-25 00:00:00,0
10608,458,2011-03-02 00:00:00,1
10608,487,2011-04-13 00:00:00,0
10608,492,2011-05-24 00:00:00,1
10608,415,2011-06-19 00:00:00,1
10608,793,2011-08-04 00:00:00,1
10608,794,2011-09-12 00:00:00,1
10277,2719,2012-04-06 00:00:00,0
10277,2695,2012-05-20 00:00:00,0
10277,2470,2012-06-17 00:00:00,1
10277,2527,2012-07-12 00:00:00,0
10277,2092,2012-08-02 00:00:00,1
10277,2450,2012-09-08 00:00:00,1
10277,2037,2012-10-08 00:00:00,1
11281,1616,2008-07-26 00:00:00,1
11281,1885,2008-08-31 00:00:00,0
11281,1326,2008-10-12 00:00:00,0
11281,2094,2008-11-03 00:00:00,0
11281,1685,2008-11-29 00:00:00,0
11281,2314,2008-12-23 00:00:00,1
11281,1302,2009-02-09 00:00:00,0
10601,1747,2010-04-26 00:00:00,0
10601,1593,2010-06-02 00:00:00,0
10601,1043,2010-07-06 00:00:00,0
10601,1007,2010-08-16 00:00:00,0
10601,1692,2010-09-13 00:00:00,0
10014,214,2009-08-27 00:00:00,0
10014,166,2009-09-17 00:00:00,1
10014,163,2009-11-04 00:00:00,0
10014,241,2009-12-11 00:00:00,1
10014,210,2010-01-16 00:00:00,0
10014,139,2010-02-22 00:00:00,1
10014,204,2010-03-31 00:00:00,0
10361,635,2008-06-18 00:00:00,1
10361,678,2008-07-23 00:00:00,0
10361,719,2008-08-15 00:00:00,1
10361,672,2008-10-03 00:00:00,0
10361,803,2008-11-11 00:00:00,0
10361,637,2008-12-27 00:00:00,1
10361,493,2009-01-17 00:00:00,1
10361,657,2009-03-03 00:00:00,1
10888,1586,2005-11-20 00:00:00,0
10888,1289,2005-12-17 00:00:00,0
10888,1411,2005-12-28 00:00:00,1
10888,1164,2006-01-23 00:00:00,0
10888,1624,2006-03-05 00:00:00,0
10888,944,2006-03-23 00:00:00,0
10888,845,2006-04-20 00:00:00,0
10888,1397,2006-05-21 00:00:00,1
10737,81,2010-06-16 00:00:00,0
10737,91,2010-07-27 00:00:00,1
10737,71,2010-08-18 00:00:00,1
10737,114,2010-09-09 00:00:00,1
10737,92,2010-09-21 00:00:00,0
11108,1402,2013-11-17 00:00:00,0
11108,1733,2014-01-04 00:00:00,0
11108,1840,2014-02-07 00:00:00,1
11108,1723,2014-02-25 00:00:00,1
11108,1847,2014-03-07 00:00:00,1
11108,1449,2014-04-04 00:00:00,0
11108,1601,2014-04-15 00:00:00,0
11683,741,2000-04-29 00:00:00,0
11683,614,2000-06-10 00:00:00,1
11683,832,2000-07-29 00:00:00,1
11683,612,2000-08-12 00:00:00,0
11683,753,2000-09-26 00:00:00,0
11683,535,2000-10-26 00:00:00,0
11683,645,2000-12-13 00:00:00,1
11683,547,2001-01-11 00:00:00,1
10875,418,2010-12-26 00:00:00,0
10875,368,2011-01-07 00:00:00,0
10875,698,2011-01-22 00:00:00,1
10875,356,2011-03-12 00:00:00,0
10875,448,2011-03-31 00:00:00,0
11821,1864,2009-11-26 00:00:00,1
11821,1376,2010-01-02 00:00:00,0
11821,1430,2010-01-20 00:00:00,1
11821,1735,2010-02-12 00:00:00,1
11821,1520,2010-03-17 00:00:00,0
11821,1105,2010-04-05 00:00:00,1
11821,1793,2010-05-08 00:00:00,1
11821,1077,2010-06-10 00:00:00,1
11417,2140,2007-03-30 00:00:00,1
11417,1277,2007-05-06 00:00:00,1
11417,2089,2007-06-21 00:00:00,1
11417,1841,2007-07-29 00:00:00,0
11417,1186,2007-08-12 00:00:00,0
11417,1670,2007-09-07 00:00:00,1
11417,1252,2007-09-23 00:00:00,1
10707,522,2000-04-07 00:00:00,0
10707,445,2000-05-17 00:00:00,0
10707,576,2000-07-03 00:00:00,1
10707,446,2000-07-19 00:00:00,0
10707,572,2000-07-29 00:00:00,0
10707,347,2000-08-28 00:00:00,1
10707,502,2000-10-07 00:00:00,1
10328,1698,2005-09-08 00:00:00,0
10328,1832,2005-09-30 00:00:00,0
10328,1061,2005-11-09 00:00:00,0
10328,1879,2005-11-24 00:00:00,0
10328,1922,2006-01-04 00:00:00,0
10328,1192,2006-02-03 00:00:00,0
10328,1211,2006-03-17 00:00:00,1
10328,1122,2006-04-17 00:00:00,1
10328,1643,2006-05-18 00:00:00,0
10800,424,2001-10-22 00:00:00,1
10800,589,2001-11-02 00:00:00,0
10800,604,2001-11-24 00:00:00,0
10800,516,2002-01-03 00:00:00,1
10800,676,2002-02-19 00:00:00,1
10800,564,2002-03-25 00:00:00,1
11018,1433,2002-03-28 00:00:00,1
11018,1635,2002-04-26 00:00:00,0
11018,1324,2002-05-07 00:00:00,0
11018,1258,2002-06-13 00:00:00,0
11018,1475,2002-07-30 00:00:00,0
11018,1454,2002-09-14 00:00:00,1
11018,1462,2002-10-10 00:00:00,1
11748,1698,2010-06-25 00:00:00,0
11748,1177,2010-07-13 00:00:00,0
11748,1440,2010-08-13 00:00:00,0
11748,2011,2010-09-27 00:00:00,1
11748,1707,2010-10-28 00:00:00,1
11748,1702,2010-12-07 00:00:00,0
11748,2108,2011-01-20 00:00:00,1
11475,1820,2003-03-02 00:00:00,1
11475,1888,2003-03-14 00:00:00,1
11475,2386,2003-04-06 00:00:00,0
11475,2060,2003-05-10 00:00:00,1
11475,2047,2003-06-27 00:00:00,0
10690,1268,2010-01-21 00:00:00,1
10690,1362,2010-03-07 00:00:00,1
10690,1332,2010-03-26 00:00:00,1
10690,1233,2010-04-14 00:00:00,0
10690,882,2010-05-04 00:00:00,0
10690,1225,2010-05-24 00:00:00,0
10690,1285,2010-06-24 00:00:00,1
10690,1363,2010-08-09 00:00:00,0
10690,1249,2010-08-21 00:00:00,0
10942,430,2004-12-12 00:00:00,1
10942,509,2005-01-12 00:00:00,1
10942,649,2005-02-15 00:00:00,1
10942,524,2005-02-25 00:00:00,1
10942,532,2005-03-15 00:00:00,1
11636,462,2003-07-05 00:00:00,1
11636,718,2003-08-09 00:00:00,1
11636,728,2003-09-24 00:00:00,1
11636,615,2003-10-15 00:00:00,1
11636,508,2003-10-26 00:00:00,1
11636,632,2003-11-16 00:00:00,0
11636,688,2004-01-01 00:00:00,0
11636,502,2004-02-07 00:00:00,1
11636,691,2004-03-21 00:00:00,0
10662,1238,2014-08-14 00:00:00,0
10662,1684,2014-09-26 00:00:00,0
10662,1178,2014-10-23 00:00:00,1
10662,1537,2014-12-10 00:00:00,0
10662,1734,2015-01-25 00:00:00,1
10662,1423,2015-02-12 00:00:00,0
10662,1612,2015-04-01 00:00:00,0
10662,1736,2015-04-18 00:00:00,0
10662,1257,2015-05-03 00:00:00,0
11564,135,2007-11-29 00:00:00,1
11564,209,2007-12-27 00:00:00,0
11564,132,2008-01-30 00:00:00,0
11564,204,2008-02-24 00:00:00,0
11564,188,2008-03-12 00:00:00,0
11564,136,2008-04-27 00:00:00,0
11564,129,2008-06-05 00:00:00,1
11564,225,2008-07-24 00:00:00,0
11564,182,2008-09-02 00:00:00,0
10086,628,2003-08-29 00:00:00,0
10086,780,2003-09-17 00:00:00,1
10086,433,2003-10-03 00:00:00,0
10086,807,2003-11-04 00:00:00,0
10086,845,2003-11-24 00:00:00,0
10083,858,2005-03-19 00:00:00,1
10083,1093,2005-04-26 00:00:00,1
10083,1154,2005-05-17 00:00:00,0
10083,932,2005-07-04 00:00:00,0
10083,1170,2005-08-04 00:00:00,0
10083,1263,2005-08-16 00:00:00,0
10083,1227,2005-09-18 00:00:00,1
10083,873,2005-10-14 00:00:00,0
10083,972,2005-11-28 00:00:00,1
10054,2453,2005-04-06 00:00:00,1
10054,1592,2005-05-07 00:00:00,1
10054,1416,2005-06-02 00:00:00,1
10054,1817,2005-07-18 00:00:00,0
10054,2387,2005-08-27 00:00:00,1
10054,2310,2005-10-07 00:00:00,0
10054,2100,2005-10-26 00:00:00,0
10054,1997,2005-11-27 00:00:00,1
11973,421,2014-10-24 00:00:00,0
11973,428,2014-11-30 00:00:00,0
11973,393,2015-01-16 00:00:00,0
11973,467,2015-02-06 00:00:00,1
11973,418,2015-03-19 00:00:00,1
11973,293,2015-04-22 00:00:00,1
11973,476,2015-05-05 00:00:00,0
11973,301,2015-06-18 00:00:00,0
11275,1214,2007-02-28 00:00:00,1
11275,863,2007-04-18 00:00:00,1
11275,1442,2007-05-01 00:00:00,0
11275,1131,2007-06-03 00:00:00,0
11275,1554,2007-06-19 00:00:00,1
11275,1509,2007-07-29 00:00:00,0
11275,1161,2007-09-02 00:00:00,1
11275,1174,2007-09-20 00:00:00,1
11249,1129,2000-04-14 00:00:00,1
11249,1193,2000-05-12 00:00:00,0
11249,1120,2000-06-12 00:00:00,0
11249,1423,2000-06-23 00:00:00,1
11249,1676,2000-07-17 00:00:00,0
11249,1294,2000-08-25 00:00:00,0
11249,1114,2000-09-16 00:00:00,0
11415,1842,2008-04-29 00:00:00,0
11415,1811,2008-05-31 00:00:00,1
11415,1813,2008-06-16 00:00:00,1
11415,1345,2008-06-27 00:00:00,1
11415,1281,2008-08-12 00:00:00,0
11415,2136,2008-09-11 00:00:00,1
11415,1929,2008-10-06 00:00:00,1
11415,1979,2008-11-16 00:00:00,0
10299,2000,2001-07-09 00:00:00,0
10299,1444,2001-08-15 00:00:00,0
10299,1569,2001-08-31 00:00:00,1
10299,2063,2001-10-08 00:00:00,0
10299,1545,2001-11-09 00:00:00,1
10299,2058,2001-12-08 00:00:00,0
10323,1844,2012-08-19 00:00:00,0
10323,2446,2012-10-05 00:00:00,1
10323,2294,2012-11-02 00:00:00,0
10323,1493,2012-12-11 00:00:00,1
10323,2463,2013-01-02 00:00:00,1
10323,1353,2013-01-21 00:00:00,1
10323,2129,2013-02-15 00:00:00,0
10323,1770,2013-03-28 00:00:00,1
10923,943,2013-09-12 00:00:00,1
10923,1859,2013-10-18 00:00:00,0
10923,1507,2013-10-29 00:00:00,0
10923,1660,2013-11-28 00:00:00,0
10923,1719,2013-12-24 00:00:00,1
10923,1204,2014-02-11 00:00:00,0
10923,1863,2014-03-18 00:00:00,1
10744,1652,2008-11-01 00:00:00,1
10744,953,2008-11-28 00:00:00,1
10744,1111,2008-12-15 00:00:00,0
10744,1557,2009-01-24 00:00:00,0
10744,1600,2009-03-08 00:00:00,1
11581,128,2006-09-25 00:00:00,1
11581,146,2006-10-10 00:00:00,0
11581,179,2006-11-02 00:00:00,1
11581,172,2006-12-13 00:00:00,0
11581,165,2007-01-07 00:00:00,1
11581,183,2007-02-24 00:00:00,1
11527,190,2011-03-03 00:00:00,1
11527,187,2011-03-25 00:00:00,1
11527,198,2011-04-23 00:00:00,1
11527,140,2011-06-09 00:00:00,1
11527,157,2011-07-24 00:00:00,1
11527,162,2011-08-04 00:00:00,0
11454,1019,2012-04-06 00:00:00,0
11454,1309,2012-04-20 00:00:00,0
11454,1691,2012-04-30 00:00:00,1
11454,1567,2012-05-20 00:00:00,0
11454,1497,2012-06-23 00:00:00,1
11454,1321,2012-07-12 00:00:00,1
11454,962,2012-07-28 00:00:00,0
11454,1311,2012-08-10 00:00:00,1
